rank,employee_id,pay_period_index,final_anomaly_score,risk_category,primary_reason,secondary_reason,gross_pay,expected_gross_pay,difference_from_expected,peer_context,rule_reason_codes,dollars_at_risk,anomaly_category,explanation,rule_pay_after_termination,rule_duplicate_signature,rule_nonpositive_active_pay,rule_negative_net_pay,rule_net_exceeds_gross,rule_extreme_overtime,rule_large_manual_adjustment,rule_pay_rate_change
25,SYN-E00059,7,0.17902144723942337,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,1700.36,1898.19,-197.83000000000015,4288.64,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
26,SYN-E00232,7,0.17105996073670596,low,High combined anomaly score,Review recommended before treating the record as an approved exception,8809.11,8990.810000000001,-181.70000000000073,8809.11,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
27,SYN-E00340,7,0.1691007782310781,low,Rule flag: pay_after_termination,Review recommended before treating the record as an approved exception,4337.56,4458.5599999999995,-120.99999999999909,4898.35,pay_after_termination,0.0,pay_after_termination,"Synthetic payroll record requires review: Rule flag: pay_after_termination. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",1,0,0,0,0,0,0,0
28,SYN-E00284,7,0.16780567127081636,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7357.4,8040.63,-683.2300000000005,5734.45,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
29,SYN-E00198,7,0.16680898568150038,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7846.63,7720.469999999999,126.16000000000076,5936.4349999999995,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
30,SYN-E00585,7,0.16670095105102006,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,4898.31,5846.995000000001,-948.6850000000004,2306.44,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
31,SYN-E00060,7,0.16284470181913646,low,Rule flag: negative_net_pay,Review recommended before treating the record as an approved exception,4156.16,3769.1099999999997,387.0500000000002,4452.4,negative_net_pay,0.0,negative_net_pay,"Synthetic payroll record requires review: Rule flag: negative_net_pay. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,1,0,0,0,0
32,SYN-E00620,7,0.15977359003541014,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7146.77,5953.34,1193.4300000000003,5799.775,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
33,SYN-E00553,7,0.15879199233930708,low,High combined anomaly score,Review recommended before treating the record as an approved exception,8265.14,8124.745,140.39499999999953,8265.14,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
34,SYN-E00587,7,0.1570440193394254,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6169.58,4980.165,1189.415,4288.64,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
35,SYN-E00604,7,0.1551554758691835,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7560.3,7349.725,210.57499999999982,5971.74,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
36,SYN-E00147,7,0.1531192924809444,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,5448.76,3270.1549999999997,2178.6050000000005,5448.76,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
37,SYN-E00417,7,0.1530001417713652,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4585.82,3699.34,886.4799999999996,4106.63,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
38,SYN-E00049,7,0.1511699893903987,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7970.99,7784.110000000001,186.8799999999992,6596.0599999999995,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
39,SYN-E00499,7,0.15111806529906874,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6598.59,6007.74,590.8500000000004,4890.965,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
40,SYN-E00108,7,0.15015683182411643,low,High combined anomaly score,Review recommended before treating the record as an approved exception,5734.45,6445.53,-711.0799999999999,5734.45,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
41,SYN-E00063,7,0.14843835049747173,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,2288.46,2201.9049999999997,86.55500000000029,5761.86,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
42,SYN-E00577,7,0.14821710590410003,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6860.32,5772.65,1087.67,4967.26,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
43,SYN-E00210,7,0.1478708299057538,low,High combined anomaly score,Review recommended before treating the record as an approved exception,1984.48,2186.975,-202.4949999999999,3788.18,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
